Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
QCLN,First Trust NASDAQ Clean Edge Green Energy Index Fund,19.2727,90581728.55,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/qcln
GRID,First Trust NASDAQ Clean Edge Smart Grid Infrastructure Index ,42.2118,29548344.42,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/grid
CIBR,First Trust NASDAQ Cybersecurity ETF,24.84,719118049.7,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cibr
FTXG,First Trust Nasdaq Food & Beverage ETF,19.97,998539.94,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftxg
CARZ,First Trust NASDAQ Global Auto Index Fund,33.865,16932567.73,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/carz
FTXN,First Trust Nasdaq Oil & Gas ETF,19.5,19500039,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftxn
FTXH,First Trust Nasdaq Pharmaceuticals ETF,21.565,4313043.13,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftxh
FTXD,First Trust Nasdaq Retail ETF,22.3643,8945764.729,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftxd
FTXL,First Trust Nasdaq Semiconductor ETF,28.0526,22442136.11,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftxl
FONE,First Trust NASDAQ Smartphone Index Fund,45.742,13722691.48,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fone
TDIV,First Trust NASDAQ Technology Dividend Index Fund,35.4,872787000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tdiv
FTXR,First Trust Nasdaq Transportation ETF,25.2151,2521560.43,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftxr
QQEW,First Trust NASDAQ-100 Equal Weighted Index Fund,58.76,508274117.5,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/qqew
QQXT,First Trust NASDAQ-100 Ex-Technology Sector Index Fund,49.34,83878098.68,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/qqxt
QTEC,First Trust NASDAQ-100- Technology Index Fund,72.6,2192520145,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/qtec
AIRR,First Trust RBA American Industrial Renaissance ETF,23.73,143566547.5,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/airr
RDVY,First Trust Rising Dividend Achievers ETF,28.86,676767057.7,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rdvy
RFAP,First Trust RiverFront Dynamic Asia Pacific ETF,51.869,44088753.74,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rfap
RFDI,First Trust RiverFront Dynamic Developed International ETF,54.06,451401108.1,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rfdi
RFEM,First Trust RiverFront Dynamic Emerging Markets ETF,56.11,100998112.2,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rfem
RFEU,First Trust RiverFront Dynamic Europe ETF,54.81,84955609.62,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rfeu
FID,First Trust S&P International Dividend Aristocrats ETF,16.3732,11461272.75,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fid
FTSL,First Trust Senior Loan Fund ETF,47.2,1895080094,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ftsl
FYX,First Trust Small Cap Core AlphaDEX Fund,59.91,605091119.8,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fyx
FYC,First Trust Small Cap Growth AlphaDEX Fund,44.09,390196588.2,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fyc
RNSC,First Trust Small Cap US Equity Select ETF,20.8353,5208866.671,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rnsc
FYT,First Trust Small Cap Value AlphaDEX Fund,34.47,58599068.94,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fyt
SDVY,First Trust SMID Cap Rising Dividend Achievers ETF,20.0758,4015200.152,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sdvy
FKO,First Trust South Korea AlphaDEX Fund,23.38,2338046.76,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fko
FCVT,First Trust SSI Strategic Convertible Securities ETF,28.77,202828557.5,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fcvt
FDIV,First Trust Strategic Income ETF,48.2129,81962026.43,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fdiv
FSZ,First Trust Switzerland AlphaDEX Fund,45.48,175098091,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fsz
FIXD,First Trust TCW Opportunistic Fixed Income ETF,48.91,357043097.8,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fixd
TUSA,First Trust Total US Market AlphaDEX ETF,32.49,14620564.98,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/tusa
FKU,First Trust United Kingdom AlphaDEX Fund,33.4217,8355491.843,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fku
RNDV,First Trust US Equity Dividend Select ETF,21.28,5320042.56,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rndv
FUNC,First United Corporation,17.76,125784187.7,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/func
FUSB,"First US Bancshares, Inc.",8.79,53551000.56,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fusb
MYFW,"First Western Financial, Inc.",12.61,95119676.34,n/a,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/myfw
FCFS,"FirstCash, Inc.",82.61,3620979281,n/a,1991,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/fcfs
SVVC,"Firsthand Technology Value Fund, Inc.",12.6,92007039.6,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/svvc
FSV,FirstService Corporation,76.27,2642525241,n/a,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/fsv
FISV,"Fiserv, Inc.",76.91,30646387459,n/a,1986,Technology,EDP Services,https://www.nasdaq.com/symbol/fisv
FIVE,"Five Below, Inc.",104.58,5827916901,n/a,2012,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/five
FPRX,"Five Prime Therapeutics, Inc.",12.72,451123983.8,n/a,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fprx
FVE,Five Star Senior Living Inc.,0.3636,18391922.08,n/a,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/fve
FIVN,"Five9, Inc.",40.38,2373211583,n/a,2014,Technology,EDP Services,https://www.nasdaq.com/symbol/fivn
FLEX,Flex Ltd.,8.42,4433857656,n/a,1994,Technology,Electrical Products,https://www.nasdaq.com/symbol/flex
FLKS,"Flex Pharma, Inc.",0.3999,7225983.452,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/flks
FLXN,"Flexion Therapeutics, Inc.",15.74,595865040.4,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/flxn
SKOR,FlexShares Credit-Scored US Corporate Bond Index Fund,48.38,74989048.38,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/skor
LKOR,FlexShares Credit-Scored US Long Corporate Bond Index Fund,47.87,26328547.87,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lkor
MBSD,FlexShares Disciplined Duration MBS Index Fund,22.86,72009022.86,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mbsd
ASET,FlexShares Real Assets Allocation Index Fund,26.95,14148776.95,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/aset
ESGG,FlexShares STOXX Global ESG Impact Index Fund,90.92,77282090.92,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/esgg
ESG,FlexShares STOXX US ESG Impact Index Fund,64.49,32245064.49,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/esg
QLC,FlexShares US Quality Large Cap Index Fund,33.09,62871033.09,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/qlc
FPAY,"FlexShopper, Inc.",0.7461,13116341.01,n/a,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/fpay
FPAYW,"FlexShopper, Inc.",0.25,0,n/a,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/fpayw
FLXS,"Flexsteel Industries, Inc.",24.17,189853005.5,n/a,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/flxs
FLIR,"FLIR Systems, Inc.",44.86,6206293344,n/a,1993,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/flir
FLNT,"Fluent, Inc.",3.6,271048788,n/a,n/a,Consumer Services,Advertising,https://www.nasdaq.com/symbol/flnt
FLDM,Fluidigm Corporation,8.11,318906350.9,n/a,2011,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/fldm
FFIC,Flushing Financial Corporation,21.89,612951127.6,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ffic
FNCB,FNCB Bancorp Inc.,9.2,154737173.6,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fncb
FOMX,Foamix Pharmaceuticals Ltd.,4,217133472,n/a,2014,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/fomx
FOCS,Focus Financial Partners Inc.,29.03,1897195355,n/a,2018,Finance,Investment Managers,https://www.nasdaq.com/symbol/focs
FONR,Fonar Corporation,21.32,138263014.2,n/a,1981,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/fonr
FSCT,"ForeScout Technologies, Inc.",26.57,1138849185,n/a,2017,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/fsct
FRSX,Foresight Autonomous Holdings Ltd.,2.3599,3568466.147,1512126,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/frsx
FORM,"FormFactor, Inc.",15.58,1154514379,n/a,2003,Technology,Semiconductors,https://www.nasdaq.com/symbol/form
FORTY,Formula Systems (1985) Ltd.,35.74,5709536.48,159752,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/forty
FORR,"Forrester Research, Inc.",42.95,784438800,n/a,1996,Consumer Services,Diversified Commercial Services,https://www.nasdaq.com/symbol/forr
FRTA,"Forterra, Inc.",4.96,318445357.3,n/a,2016,Capital Goods,Building Materials,https://www.nasdaq.com/symbol/frta
FTNT,"Fortinet, Inc.",73.38,12501765643,n/a,2009,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/ftnt
FBIO,"Fortress Biotech, Inc.",1.24,70282586.2,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fbio
FBIOP,"Fortress Biotech, Inc.",17.82,0,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fbiop
FTSV,"Forty Seven, Inc.",18.53,575627038,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ftsv
FMCI,Forum Merger II Corporation,9.67,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/fmci
FMCIU,Forum Merger II Corporation,10.12,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/fmciu
FMCIW,Forum Merger II Corporation,0.51,0,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/fmciw
FWRD,Forward Air Corporation,61.58,1807283032,n/a,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/fwrd
FORD,"Forward Industries, Inc.",1.3801,13157666.39,n/a,n/a,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/ford
FWP,Forward Pharma A/S,1.11,12747556.35,11484285,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fwp
FOSL,"Fossil Group, Inc.",19.89,983670451.9,n/a,1993,Consumer Non-Durables,Consumer Specialties,https://www.nasdaq.com/symbol/fosl
FOXF,Fox Factory Holding Corp.,63.25,2402744732,n/a,2013,Consumer Non-Durables,Motor Vehicles,https://www.nasdaq.com/symbol/foxf
FRAN,Francesca&#39;s Holdings Corporation,1.98,71721680.58,n/a,2011,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/fran
FELE,"Franklin Electric Co., Inc.",42.73,1997461195,n/a,n/a,Consumer Durables,Metal Fabrications,https://www.nasdaq.com/symbol/fele
FRED,"Fred&#39;s, Inc.",2.61,97249012.38,n/a,1992,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/fred
RAIL,"Freightcar America, Inc.",8.95,111531749.6,n/a,2005,Capital Goods,Railroads,https://www.nasdaq.com/symbol/rail
FEIM,"Frequency Electronics, Inc.",10.86,94804346.52,n/a,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/feim
FRPT,"Freshpet, Inc.",31.82,1130773753,n/a,2014,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/frpt
FTDR,"frontdoor, inc.",22.41,0,n/a,n/a,Finance,Diversified Commercial Services,https://www.nasdaq.com/symbol/ftdr
FTEO,"FRONTEO, Inc.",15.88,860537.2,54190,2013,n/a,n/a,https://www.nasdaq.com/symbol/fteo
FTR,Frontier Communications Corporation,3.42,360977580,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ftr
FRPH,"FRP Holdings, Inc.",45.97,461815493.4,n/a,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/frph
FSBW,"FS Bancorp, Inc.",46.39,172044737.4,n/a,2012,Finance,Banks,https://www.nasdaq.com/symbol/fsbw
FSBC,"FSB Bancorp, Inc.",16.5,32063674.5,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fsbc
FTD,"FTD Companies, Inc.",1.84,51932776.4,n/a,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ftd
FTEK,"Fuel Tech, Inc.",1.3,31421760.5,n/a,n/a,Capital Goods,Pollution Control Equipment,https://www.nasdaq.com/symbol/ftek
FCEL,"FuelCell Energy, Inc.",0.6443,60140765.4,n/a,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/fcel
FLGT,"Fulgent Genetics, Inc.",3.28,59266890.72,n/a,2016,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/flgt
FORK,Fuling Global Inc.,3.47,54757311.35,n/a,2015,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/fork
FLL,"Full House Resorts, Inc.",2.26,60866701.94,n/a,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/fll
FULT,Fulton Financial Corporation,16.34,2877408640,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fult
FNKO,"Funko, Inc.",14.76,713895916.3,n/a,2017,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/fnko
FSNN,"Fusion Connect, Inc.",2.07,169973847.9,n/a,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/fsnn
FTFT,Future FinTech Group Inc.,1.01,31327253.83,n/a,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/ftft
FFHL,"Fuwei Films (Holdings) Co., Ltd.",2.2999,7511098.516,n/a,2006,Capital Goods,Specialty Chemicals,https://www.nasdaq.com/symbol/ffhl
FVCB,"FVCBankcorp, Inc.",20,203578180,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fvcb
WILC,"G. Willi-Food International,  Ltd.",7.0733,93656949.92,n/a,n/a,Consumer Non-Durables,Food Distributors,https://www.nasdaq.com/symbol/wilc
GTHX,"G1 Therapeutics, Inc.",34.49,1282511754,n/a,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/gthx
FOANC,Gabelli NextShares Trust,100.04,17507000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/foanc
GRBIC,Gabelli NextShares Trust,99.99,12498750,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/grbic
MOGLC,Gabelli NextShares Trust,100.04,50020000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/moglc
PETZC,Gabelli NextShares Trust,100.04,12505000,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/petzc
GAIA,"Gaia, Inc.",12.35,221066716.7,n/a,1999,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/gaia
GLPG,Galapagos NV,100.86,1068035487,10589287,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/glpg
GALT,Galectin Therapeutics Inc.,4.93,202804118.3,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/galt
GLMD,Galmed Pharmaceuticals Ltd.,9.02,189454528.6,n/a,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/glmd
GMDA,Gamida Cell Ltd.,13.5001,0,n/a,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/gmda
GLPI,"Gaming and Leisure Properties, Inc.",34.05,7289793647,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/glpi
GPIC,Gaming Partners International Corporation,13,104597584,n/a,n/a,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/gpic
GRMN,Garmin Ltd.,66.4,12536945355,n/a,2000,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/grmn
GARS,Garrison Capital Inc.,7.5468,121121249.7,n/a,2013,n/a,n/a,https://www.nasdaq.com/symbol/gars
GLIBA,"GCI Liberty, Inc.",46.58,5028791426,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/gliba
GLIBP,"GCI Liberty, Inc.",24.4,875838000,n/a,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/glibp
GDS,GDS Holdings Limited,29.59,1451766684,49062747,2016,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/gds
GEMP,Gemphire Therapeutics Inc.,1.21,17261147.31,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/gemp
GENC,Gencor Industries Inc.,11.2,162329372.8,n/a,n/a,Capital Goods,Construction/Ag Equipment/Trucks,https://www.nasdaq.com/symbol/genc
GFN,General Finance Corporation,12.8,342490291.2,n/a,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/gfn
GFNCP,General Finance Corporation,100.35,0,n/a,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/gfncp
GFNSL,General Finance Corporation,25.2845,0,n/a,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/gfnsl
GENE,Genetic Technologies Ltd,1.04,10793063.84,10377946,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/gene
GNUS,"Genius Brands International, Inc.",2.36,21549126.96,n/a,n/a,Consumer Services,Movies/Entertainment,https://www.nasdaq.com/symbol/gnus
GNMK,"GenMark Diagnostics, Inc.",5.13,287050606.9,n/a,2010,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/gnmk
GNCA,"Genocea Biosciences, Inc.",0.6226,53933332.04,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/gnca
GHDX,"Genomic Health, Inc.",73.97,2672040279,n/a,2005,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/ghdx
GNPX,"Genprex, Inc.",1.23,18539247.57,n/a,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/gnpx
GNTX,Gentex Corporation,21.98,5761330583,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/gntx
THRM,Gentherm Inc,44.66,1558121616,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/thrm
GEOS,Geospace Technologies Corporation,15.39,209312326,n/a,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/geos
GABC,"German American Bancorp, Inc.",29.21,729055486.3,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/gabc
GERN,Geron Corporation,1.5,279522099,n/a,1996,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/gern
GEVO,"Gevo, Inc.",2.88,24884447.04,n/a,2011,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/gevo
ROCK,"Gibraltar Industries, Inc.",36.07,1156577661,n/a,1993,Capital Goods,Steel/Iron Ore,https://www.nasdaq.com/symbol/rock
GIGM,GigaMedia Limited,2.7601,30505273.82,n/a,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/gigm
GIII,"G-III Apparel Group, LTD.",40.76,2004536977,n/a,1989,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/giii
GILT,Gilat Satellite Networks Ltd.,8.9,487721005.7,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/gilt
GILD,"Gilead Sciences, Inc.",69.55,89971244015,n/a,1992,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/gild
GBCI,"Glacier Bancorp, Inc.",44.73,3780655283,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/gbci
GLAD,Gladstone Capital Corporation,8.53,243145474.9,n/a,2001,Consumer Non-Durables,Textiles,https://www.nasdaq.com/symbol/glad
GLADD,Gladstone Capital Corporation,25.49,0,n/a,n/a,Consumer Non-Durables,Textiles,https://www.nasdaq.com/symbol/gladd
GLADN,Gladstone Capital Corporation,25.1196,0,n/a,n/a,Consumer Non-Durables,Textiles,https://www.nasdaq.com/symbol/gladn
GOOD,Gladstone Commercial Corporation,18.97,549893121.6,n/a,2003,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/good
GOODM,Gladstone Commercial Corporation,24.72,0,n/a,n/a,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/goodm
GOODO,Gladstone Commercial Corporation,26.8825,30914875,n/a,n/a,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/goodo
GOODP,Gladstone Commercial Corporation,25.95,25950000,n/a,n/a,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/goodp
GAIN,Gladstone Investment Corporation,10.04,329537488.4,n/a,2005,n/a,n/a,https://www.nasdaq.com/symbol/gain
GAINL,Gladstone Investment Corporation,24.99,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gainl
GAINM,Gladstone Investment Corporation,25.2248,0,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/gainm
LAND,Gladstone Land Corporation,13.17,211650012.7,n/a,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/land
LANDP,Gladstone Land Corporation,25.4182,0,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/landp
GLBZ,Glen Burnie Bancorp,11.05,31061119.05,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/glbz
GBT,"Global Blood Therapeutics, Inc.",45.45,2373964762,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/gbt
ENT,Global Eagle Entertainment Inc.,2.36,216402012.5,n/a,2011,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/ent
GBLI,Global Indemnity Limited,33.05,469832983.2,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/gbli
GBLIL,Global Indemnity Limited,25.602,0,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/gblil
GBLIZ,Global Indemnity Limited,25.1388,0,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/gbliz
SELF,"Global Self Storage, Inc.",3.94,30308938.56,n/a,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/self
